"review","aspect","answer","ip","session"
"81ca6e9c-9247-4c5a-9461-56222f1d2943",c9c33581-7574-4b5c-9fea-184977d30231,0,"3.78.232.236",
"1d2c9802-a593-49e5-8981-64849a70e9a6",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,0,"3.78.232.236",
"1f36dc51-7ce2-489c-9da6-521be692f1f6","7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"46.39.53.204",
"65c6e3aa-35c2-479a-9406-69624d6c796d",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"46.39.53.204",
e5c56a65-2cdc-4ec6-ab05-6b99f4ba8afc,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"46.39.53.204",
"95ebe866-13da-46cb-90b4-490902bb2d9a",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"46.39.53.204",
bc464081-90e5-404d-8aea-ed7673bcad2c,"32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",2,"46.39.53.204",
"3a8904ae-bbeb-49a7-90e1-daf21db2a708","7544eeab-22fa-4c9e-bb73-106b67e75be2",1,"46.39.53.204",
c2f2843c-ebe9-4d91-825c-d3c8d0dfed3e,"5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",2,"46.39.53.204",
a5ad246c-d4ef-460e-9ff5-29639feddca8,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"46.39.53.204",
"84781788-c398-4b8c-b7d7-9e7d1830e2d4","7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"46.39.53.204",
"00ce7da4-27dc-41b7-825e-d9c501defabb","654d26ad-dd28-4097-86df-39508776d3ea",2,"46.39.53.204",
"0b7f47bb-d8c1-40cf-ba46-f00bfe6bac34",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"46.39.53.204",
"294dd6ae-0e9b-4dd5-bd52-e9560b5e7bd1","7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"46.39.53.204",
"6d11d5d5-0392-4e71-8f16-8089466ce4a6",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.163.226",
d9e9e4a4-906f-4094-8d42-68cf04282b32,"7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.163.226",
eeeb73ce-46d3-47fa-b023-3c1805bf3a93,"654d26ad-dd28-4097-86df-39508776d3ea",2,"213.87.163.226",
"7049eaca-e6ea-4d24-86f2-48e2e402c63c","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",2,"213.87.163.226",
cc439a13-4455-474c-b34e-79a903d51a39,"32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.163.226",
e218ea81-ca27-407b-9737-eb1d7213791b,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.163.226",
"95d09b06-f35a-430f-9206-2e4fe53f2bc0",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.163.226",
a2b31e6e-62e3-4cf2-b730-f760fab44acf,faaf2cee-d718-4b0e-8d6a-56633d0181d7,1,"213.87.163.226",
"1038597b-a24b-4836-ac3d-918136a41ee0","654d26ad-dd28-4097-86df-39508776d3ea",2,"213.87.163.226",
de1a5c2b-4be8-4621-beaf-bf0149817132,faaf2cee-d718-4b0e-8d6a-56633d0181d7,1,"213.87.163.226",
"34703539-0cd7-4335-b781-4d89aaf2b900",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.163.226",
bc65ffcd-deae-4093-8d5a-a8672399966b,"32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.163.226",
e2c21b17-6e8c-4b80-aa7d-64006feb3dff,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.163.226",
"1ea2ad31-1f4a-400e-bd17-12edeea9c6cd","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.163.226",
"9e4ecc48-83f9-4d25-b9f5-cf1dc37a6d3b",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.163.226",
"982cdffc-f334-4987-b0d2-c447bc6be830",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"213.87.148.39",
ce4fdd04-c0a7-42ed-831c-ccffaa434307,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.148.39",
df80df62-3115-4258-b35a-b1b00e196e56,e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"213.87.148.39",
cc447a11-bb8a-49ae-80a4-6b1e8314c485,"7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.148.39",
"25247695-3f6b-4272-8a34-f91f8b14b7e4",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.148.39",
cd8b8b46-2d31-4ee1-935b-b7a8b131bee7,c9c33581-7574-4b5c-9fea-184977d30231,2,"213.87.148.39",
f330b1ca-8075-4b8f-8204-c8f827caa5a5,faaf2cee-d718-4b0e-8d6a-56633d0181d7,0,"213.87.148.39",
"74da580e-5d36-44ec-baec-4fbaaf943f0c",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,2,"213.87.148.39",
"1305e45d-de15-4183-b26c-1052f2767222",faaf2cee-d718-4b0e-8d6a-56633d0181d7,0,"213.87.148.39",
cdfbdf75-08e9-453f-a77e-72d6ffddbc84,"5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",0,"213.87.148.39",
"31957202-69d1-448d-8827-a89d25f89812",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"213.87.148.39",
da204433-7311-4d5b-9291-340e5da519a5,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.148.39",
"1528ba87-75cb-49a7-97a3-f2a48321b095",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.148.39",
e42efcb9-3a08-484a-8135-7e51e8fa63d3,c9c33581-7574-4b5c-9fea-184977d30231,1,"213.87.148.39",
"70f1a462-d133-4d0d-8f02-b63d2671447e","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.148.39",
"8b79bbc7-287f-465c-a41a-5aee463112d7",c9c33581-7574-4b5c-9fea-184977d30231,1,"213.87.148.39",
cbbe7bb2-620a-47ae-90b7-a873a5637a21,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,1,"213.87.148.39",
"2a4ad0b6-2b67-48c8-b378-e2a079f4dbcc","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.148.39",
"5761337f-80ce-4569-9c8f-8309ac4dc616",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"213.87.148.39",
"3c5bddb5-b18d-467e-bfdf-2a09fc3cc4fd",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.148.39",
c45fd3b2-9f9d-4a7d-995e-6fc922c7cb32,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.148.39",
"9c14f4e6-69df-4868-9d70-518e42565812","7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.148.39",
e4155fee-b8e4-4a6d-8eac-35252c13037d,faaf2cee-d718-4b0e-8d6a-56633d0181d7,1,"213.87.148.39",
"7d8c57ad-85a7-44a8-ae1e-15402878e195",c9c33581-7574-4b5c-9fea-184977d30231,2,"213.87.134.240",
"360f98a3-2c9e-48a3-946d-06f5d8f5de93",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.134.240",
"32cefb4f-e549-437a-992c-c5d326d21dcd",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.134.240",
"25676db4-57bd-4e84-8f6a-4cf496fef5ea",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,0,"213.87.134.240",
e1657d21-c0e1-4444-a009-037b90e81244,"5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",1,"213.87.134.240",
"0f32f51a-e884-47ad-9741-dbecbbda02c1","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",1,"213.87.134.240",
"4d61e756-2405-420f-ae6e-97fda3e3fc17",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,2,"213.87.134.240",
"22510e53-aa95-4cf9-b3c1-d0f7fd38150e",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.134.240",
"668159e6-f305-4ab9-8040-316db4dd990f","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",0,"213.87.134.240",
"82db15df-4720-4b65-9d08-d4d5c24e537c",c9c33581-7574-4b5c-9fea-184977d30231,1,"213.87.134.240",
e896a62e-7950-4cc4-a40c-648cdfac7cbb,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.134.240",
"50020b0e-245a-4d30-8404-be9acfce0fd9",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"213.87.134.240",
c113186a-6ae6-4d90-96ce-5c8314fdbf8e,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.134.240",
"5c909100-9d7d-4b28-b0eb-f2617c1c93fc",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.134.240",
c6ea12d7-adbb-4664-85f7-3d28e2636cef,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.134.240",
e31bb827-0ba6-494e-868d-a0d7fd768add,c9c33581-7574-4b5c-9fea-184977d30231,1,"213.87.134.240",
a1f7d49c-55e1-479c-a183-33d72f7d80d2,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"91.77.160.163",
"7122db28-0802-4170-8fb3-c7290fdb9458","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",1,"134.209.201.186",
"5b827545-fd97-49ea-b88a-e983de667f6a",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"134.209.201.186",
"3ea0ff7e-0a76-41b1-b8a4-361dce1c0ea3",faaf2cee-d718-4b0e-8d6a-56633d0181d7,2,"134.209.201.186",
"65c4d254-8ddd-421d-aecf-b4ccba6a9305","654d26ad-dd28-4097-86df-39508776d3ea",2,"134.209.201.186",
"416be231-3739-431b-b872-304f9322cb4c","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",0,"134.209.201.186",
"3f3ad1cd-4954-46a6-bfb9-04df0644f7fd","7544eeab-22fa-4c9e-bb73-106b67e75be2",1,"134.209.201.186",
d881ddd9-9351-4e13-b413-7aa0dcd58444,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"134.209.201.186",
abc552a8-1091-4e0e-9f91-1cd07d7c4f78,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"134.209.201.186",
fa89b68c-b6b1-4f0e-bb77-77e15142bcd1,"654d26ad-dd28-4097-86df-39508776d3ea",2,"134.209.201.186",
"47309148-ae2e-44c1-a992-3af2a51f1ec4",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"134.209.201.186",
c4cb42e3-9e39-4970-a6c8-0dec8903acf5,"32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"134.209.201.186",
"96a0b800-fbd0-45d3-857b-a4a508cad01b",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"134.209.201.186",
ffb9c890-e50c-4e90-ae20-12bb6e1b944d,"654d26ad-dd28-4097-86df-39508776d3ea",2,"134.209.201.186",
e0c4eb66-3c25-45ef-bde2-f5dd79644e5b,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"134.209.201.186",
c0d977a2-ba98-41f6-9d6d-d0a0e1bc5ada,e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"134.209.201.186",
"4e22aee1-b13e-48b3-b590-5038aa278ef3","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",1,"134.209.201.186",
"5f2b6cbc-5bcc-4acd-a9fc-38c31703e781","7544eeab-22fa-4c9e-bb73-106b67e75be2",1,"134.209.201.186",
"67e335ff-ed13-414a-ab57-42c8a0b032e5",c9c33581-7574-4b5c-9fea-184977d30231,1,"134.209.201.186",
c41137e5-3194-4836-be5e-2f3dd48d0d7b,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"134.209.201.186",
"3da79131-4c9b-4c73-a0b4-8653c500e1c5","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"134.209.201.186",
"77d8a779-c832-4937-a691-6af213165eef","654d26ad-dd28-4097-86df-39508776d3ea",2,"134.209.201.186",
ef9edb42-244b-4114-bace-aa51889b09ed,"7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"134.209.201.186",
"30a49397-31b0-4155-bac6-265f459b2f98",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"134.209.201.186",
"14b4c36a-acf0-4f04-ab8f-199b9d321233","7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"134.209.201.186",
"87f9fdaa-4a33-4ce1-becd-12e6b8fe6361",c9c33581-7574-4b5c-9fea-184977d30231,1,"134.209.201.186",
e9670c0c-2572-4f9a-a1a0-da0469fc3903,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
"8dd9379d-7929-49af-94c5-bf461a229cd2","654d26ad-dd28-4097-86df-39508776d3ea",2,"213.87.137.20",
"2811ad18-246e-40a0-afa2-17effacb52d7","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.137.20",
"5e053201-dde7-457f-9ffc-4282be1a789d",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
c1f89aa4-36a0-4bbc-b5cb-1e75604de13e,"654d26ad-dd28-4097-86df-39508776d3ea",1,"213.87.137.20",
"20030e3d-c6a9-4d99-b9b7-f00bc1b69e42","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",2,"213.87.137.20",
aa0a811e-3f81-4c70-8f0c-6233966b5d4b,faaf2cee-d718-4b0e-8d6a-56633d0181d7,1,"213.87.137.20",
"773450f7-b502-40fd-bbe2-a4da13c7106c","7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
ec759ced-7e7f-4a92-89c6-a72a07c0bac1,"5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",2,"213.87.137.20",
ace1b019-1cdf-43cf-888d-957cbbda58dc,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
"359b95ea-067d-41b9-8c5d-25d07a5754fd",faaf2cee-d718-4b0e-8d6a-56633d0181d7,1,"213.87.137.20",
"11baefbc-94d0-4f1c-b02a-f537d77cee96",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.137.20",
"709a0ffc-4a6b-4819-a60c-b94dd211a7eb","7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
"1f10400c-e3c5-45d1-9de8-6d91f91d3595",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
"73823071-b1c1-4589-9ff0-a714b782d8fa",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,0,"213.87.137.20",
a7139c34-335e-48b6-a3af-035aa4dd8158,"32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.137.20",
d29c44a9-b1d6-4c99-9ef7-055f4438ad41,e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"213.87.137.20",
"4a54e850-99bb-4c75-9a2e-6e511f6ee619","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.137.20",
"3630778d-6119-4773-a55a-afdd04762f15",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.137.20",
"8e49cd3c-0089-4aeb-aba8-8bf4b99cad15","654d26ad-dd28-4097-86df-39508776d3ea",2,"213.87.137.20",
"69d75ed8-b131-4c60-a105-5e97cf580a3f",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,0,"213.87.137.20",
a87c23a3-a2d9-4235-bdde-b9a13279f688,c9c33581-7574-4b5c-9fea-184977d30231,1,"213.87.137.20",
f17614b7-cbba-4903-b12f-3a98c33d682e,"7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
a2390468-2469-4637-a5cf-592616af88e6,"5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",1,"213.87.137.20",
cea4cdc0-0f4c-4113-affb-aeb67f0b3f2e,e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"213.87.137.20",
f0a86870-7d63-4593-a0b5-fe06b92d6f02,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.137.20",
e8cb49c9-37b4-4e7f-a6b1-260618b6accc,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
b5dc005e-46c6-45af-b443-ad55f08f1881,"32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.137.20",
"9b8b401d-554a-4a21-9d22-6520125b5203",c9c33581-7574-4b5c-9fea-184977d30231,2,"213.87.137.20",
"10230f85-8632-448c-aa9a-5b2bc5eecbf3","654d26ad-dd28-4097-86df-39508776d3ea",2,"213.87.137.20",
"82a3688f-076d-409f-90e9-91e0a13f2356","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.137.20",
dadb4139-ef2c-42d3-8f18-f9aa427cf588,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
"9a0ef12f-45ac-4377-9f7c-e731e4bbf66c","7544eeab-22fa-4c9e-bb73-106b67e75be2",1,"213.87.137.20",
e4b30ae6-203b-40d3-b993-316bfe17bc8d,c9c33581-7574-4b5c-9fea-184977d30231,1,"213.87.137.20",
"21c38fe9-bcf3-47eb-85c7-9e2fcfa5f29f",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
f2f79f5c-1270-4b5b-991f-426fd8945ae3,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.137.20",
"1c1e02c7-50bd-4093-bdb3-d192d7d92bd3",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
"5ea5a7a1-a2fb-4627-9c3f-2acfe2245876",faaf2cee-d718-4b0e-8d6a-56633d0181d7,1,"213.87.137.20",
"8730dbe3-b876-41d3-875e-cc6fb055aba3","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",0,"213.87.137.20",
b25c1e66-79b5-4577-96bd-efb28703c92f,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,1,"213.87.137.20",
"020837e1-cf73-4d81-bcd3-607b044091fc","654d26ad-dd28-4097-86df-39508776d3ea",2,"213.87.137.20",
ed5a4c9c-b671-43d9-8a66-dd72c6d9452e,"654d26ad-dd28-4097-86df-39508776d3ea",2,"213.87.137.20",
"04962d9b-be77-49a2-9872-91a414dee7c1",c9c33581-7574-4b5c-9fea-184977d30231,2,"213.87.137.20",
"2013ee34-0a6d-4cd8-9d6f-efe5f8ea13ca","7544eeab-22fa-4c9e-bb73-106b67e75be2",1,"213.87.137.20",
"675f5b0f-1c43-438a-90c4-c24f51211aca","7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
daa5eaa1-e2d8-4bf6-a372-d392e4feddac,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.137.20",
ed252620-9e3e-49e1-828d-283f290ce368,"654d26ad-dd28-4097-86df-39508776d3ea",1,"213.87.137.20",
dfc0ae8d-e121-4c02-8594-9260c1823cfe,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
"5c349b69-856d-40f3-a6bf-62799092395d",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.137.20",
d5b6f70f-3adc-4c58-9ddd-437e147c79b8,"32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.137.20",
"57d686e1-fe5a-47ec-b4db-fd126dad81d6","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",2,"213.87.137.20",
"81785dd3-3b88-4e69-bd8f-74a8381241d4",c9c33581-7574-4b5c-9fea-184977d30231,2,"213.87.137.20",
a3a25a16-2ecc-44d5-9e5c-c6007841a63e,"5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",2,"213.87.137.20",
"69d6e556-74b1-43cc-b48a-cfb3e616a379",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,1,"213.87.137.20",
"18ebe7d1-bf1e-4f48-a318-ad08c1ab8139","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.137.20",
fad6a322-2c27-47b9-9595-7cbe923da603,e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"213.87.137.20",
d2c4fd85-f3ba-41e7-84cd-d3a3c8ab3748,"654d26ad-dd28-4097-86df-39508776d3ea",2,"213.87.137.20",
"54573415-7f5e-476d-97ed-c10b641e31ea",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,1,"213.87.137.20",
"90842200-e9b9-4e17-bcab-1c73b3f4be19",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.137.20",
"9318820e-1d00-495d-a740-37dd369ad8b6","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",2,"213.87.137.20",
dca026f0-c1fb-4b0a-af44-24bdcca39e59,"7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
fdf99042-2d41-41b9-9aa7-a16ebb3c17fa,"7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
b6db42d9-7ecd-4b8c-a98e-526847ce8c9b,"5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",1,"213.87.137.20",
"8a7c4788-28a6-4dae-a32a-f9ff0d5893c0",e9d8bc5c-73e7-4735-be71-3f2f5893c8e5,1,"213.87.137.20",
"64a3303d-634c-453b-b607-f14a777bf3f8","7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
"0de4e62d-0c13-4e29-861c-c3418642fa8b",faaf2cee-d718-4b0e-8d6a-56633d0181d7,1,"213.87.137.20",
"5aedf9a2-f905-4121-906f-881de3881601","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",1,"213.87.137.20",
"167fd125-c188-41e9-ba16-71cd057bb140","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.137.20",
f6058b69-62e5-4f3b-8ea7-89222bd27d87,b6c1ca7e-40a8-4322-b83e-d0da892dd1df,1,"213.87.137.20",
b4255470-1a2e-4a2c-84bc-39037b8642f2,"7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
"1227f8db-3e4c-494b-9bef-10cd2e896a99",bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.137.20",
d1af02d1-778a-4c66-a7f0-40aba6ec0bd9,"5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",1,"213.87.137.20",
a11e2627-73dd-42d7-bf4d-9d9bc7cee2e6,"7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
"5f9200ec-2110-4ffe-9157-cf851afb87ef",b6c1ca7e-40a8-4322-b83e-d0da892dd1df,2,"213.87.137.20",
e71d6de0-506e-4941-b364-aafc43f3ee77,bb6625fd-7d5e-43a8-8709-ff55d3dce54e,2,"213.87.137.20",
"52181522-1d82-412f-9144-c6aeddf2b53e",faaf2cee-d718-4b0e-8d6a-56633d0181d7,1,"213.87.137.20",
ab9a2612-29bc-48a4-a8c2-496324d6a1d5,"7544eeab-22fa-4c9e-bb73-106b67e75be2",2,"213.87.137.20",
"160b20ce-08b8-4ff4-9351-76296c9e4e8a","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",2,"213.87.137.20",
"6c60269d-1395-43cd-8e48-b1da83612e0c","5d3b2e5c-8c64-46bc-bb7c-c197bb1e642b",2,"213.87.137.20",
"3b5216b3-81f7-440e-b98f-0db61884d259","32a9e6c3-bc2a-4b06-93e3-e8229ff7fd94",1,"213.87.137.20",
